index,text,Label
5754,b'@PutraWadapi Harusnya DITEGASKAN terbaik diBIDANG apa?!! BU SRI MULYANI Khan juga MENKEU TERBAIK DI ASIA PASIFIC tapi Khan terbukti.... TERBAIK DALAM MELOBY / mencari HUTANG....gitu Khan rakyat tenang g gaduh. Gimana.....?!!!',negatif
5520,"b'@L4STrI1 ""Dibentur-benturkan seolah-olah PPnBM untuk mobil diberikan, sembako dipajaki. Itu kan memang teknik hoax yang bagus banget memang. Jadi kita perlu untuk menyeimbangkan,"" kata Sri Mulyani, Kamis (10/6).'",positif
17719,b'@AnneSerlo @yusuf_dumdum Bukan subsidi langsung dr apbn tp dari hasil pengelolaan dana mereka sendiri yg mengendap ',positif
12180,b'Nih...penjelasan bea cukai soal tipuan pengiriman barang atau uang dari luar negeri,positif
19450,"b'Di tengah kolapsnya sejumlah BUMN, korupsi menggilas, utang luar negeri membengkak, pleciden malah narasi kan bahaya radikalisme. relevan dengan persoalan negeri Twittter, Instagram, Youtube : @MediaPolitikUmat #IslamTidakRadikal",negatif
9071,b'Dalam draf revisi UU Nomor 6 Tahun 1983 (RUU KUP) Sembako dan Pendidikan bakal dikenakan Pajak PPn. ******** kelen tengok cuplikan di bawah ini. Untuk bisa ke sekolah aja mereka harus berjibaku bak tentara payung. Masih aja kelen mau bebani pajak. yah... gak ada otak!,negatif
1750,b'Ini dikit lagi kita bernafas pake ppn deh kayaknya',negatif
17610,"b'dulu korupsi setelah APBN keluar, sekarang APBN belum keluar aja udah disisipin duluan jumlah yang dikorupsinya di RAPBN nya, ga tau malu bener2 ya'",negatif
5525,b'@CahnDusun_ @BangSamaya Mantap Bu Sri Mulyani',positif
16990,"b'Bunga Hutang Negara 350 Triliun pertahun jelas sudah tidak bisa ditutupin pake APBN, makanya Pajakin rakyat. Sebeginikah kemampuan Menkeu terbaik dunia ? Boro boro buat road map pelunasan Hutang.",negatif
8974,"b'Setelah biaya sekolah dan sembako, melahirkan juga bakal dikenakan pajak : SindoNews",negatif
14646,b'LPEI pacu ekspor UMKM melalui pelatihan bagi eksportir baru,positif
13183,"b'Kepura2an nya Malah bikin Rakyat Tertawa Impor pangan doi kaget gaji guru, juga Kaget Pedagang omset nya turun doi tambah kaget TKA CINA juga Kaget msh banyak kaget2 yg lain nya ini, Proyek Investasi Rp708 Triliyun Mangkrak, Doi gk kaget, tapi SYOK",negatif
13165,"b'@andrisu11879537 @aniesbaswedan @diskominfo_smd @donyahmadmunir @FoodStation_Jkt @DKIJakarta @perumdpasarjaya Yak betul, ikutan ke sawah. Panen tapi bo oooooonnnggg. Impor lagi, cuan lagiiii'",negatif
12828,"b'@BJ___Robin @eko_kuntadhi Makanya jgn mudik, jgn ngumpul, terapkan prokes 3M..... daripada impor beras saat petani panen raya, kebijakan goblok banget tuuh'",negatif
829,b'Baru aja dikirim email. Konfirmasi bahwa isu ttg PPN sembako & pendidikan bukan info resmi pemerintah katanya..,positif
12210,"b'Album gitu cepet atau lamanya ada berbagai faktor.. aku jabarin nih . Ktown4u suka delay, sebagian dikirim, sebagian lagi nunggu stock album lainnya selesai produksi . Nunggu pesawat dan terbang (tapi sekarang cuman 2-4 harian) . Antri untuk pemeriksaan cukai . Bea cukai'",negatif
11352,"b'""Ini ketidakadilan pajak yang kelewat batas. Kalau pemerintah tidak menggunakan logika yang lurus, bisa buyar pemulihan ekonomi. Jadi, kebijakan pajak ala Sri Mulyani (Menteri Keuangan) ini akan suburkan ketimpangan pasca-pandemi,"" tutur Bhima (10/6).",negatif
20443,"b'@_AnakKolong @thewindNcloud Ternyata, bapaknya nggak beda dengan saya yg org biasa.., karena saya juga sedih (akan hutang negara).. ada org yg senang dng hutang negara, mungkin org tsb bukan org Indonesia, atau org Indonesia yg dipertanyakan rasa nasionalisme dan kebangsaannya..!'",negatif
4445,"b'Sementara itu, cadangan devisa Mei 2021 turun menjadi USD136,4M dipengaruhi langkah Pemerintah membayar utang luar negeri.",negatif
5731,b'Emangnya situ yg mau lunasin?,negatif
17430,"b'*The Brave Lady* Megawati Soekarnoputri di istana Tampak Siring , kab. Gianyar, Bali 7/8/2016. Menyatakan dalam APBN kita untuk research itu perjuangan luar biasa.",positif
17927,b'@Stakof Utang tak membebani APBN katanya,positif
17670,"b'@noroomforacism @eko_kuntadhi inilah otak kadrun jy nga sampai..lagian males...logika pakai drun yahh..kl UU sdh mengatur,bahkan sblm UU thn 2010 tsb, subsidi onh sll ada di apbn dr jaman orba.PAHAM!'",negatif
1032,"b'@bangZhack86 Betul motor paling banter 3,tp klo UU pro rakyat yg diterbitkan semua masyarakat menikmati dan diuntungkan,tolak PPN sembako'",negatif
3389,"b'Apakah ikan yg kami tangkap dengan kail-kail kami sendiri,ikut di kenakan pajak?'",negatif
14302,b'@Stevaniehuangg Taunya cuma mukidi menteri ekspor impor ',negatif
5569,"b'@CNNIndonesia Yah kalo sri mulyani dan anak buahnya yg nanggung bayar utangnya pribadi sih gpp. Ini bayar hutangnya bebanin masyarakat, pajak dinaikin lah'",negatif
10795,b'Rencana usulan Kementerian Keuangan untuk menaikkan tarif pajak dan mengenakan pajak atas sembako mendapat penolakan dari berbagai kalangan.,negatif
6588,b'Ibu Sri Mulyani udah ngasih tau bahwa negara kita ini sedang melakukan pemulihan ekonomi karena pandemi dan untuk soal PPN naik itu juga tidak dalam waktu dekat ini kok. #SalingBantuEkonomi,positif
357,"b' Atas dasar itulah, ke depan PPN seyogianya dikenakan terhadap barang atau jasa premium dan *tidak dikenakan atas barang kebutuhan pokok dan jasa pendidikan/kesehatan yang dimanfaatkan oleh masyarakat luas*. Maka RUU mendesain penerapan multitarif.'",positif
10957,b'Perpanjangan pemberian insentif PPnBM DTP diusulkan oleh Menperin dan disetujui oleh Menteri Keuangan Sri Mulyani Indarwati #NegeriPulihDenganVaksin,positif
2127,"b'@BlZURAl @kimninu @tubirfess ya karena so called daging premium, beras premium, dan sekolah swasta emang bukan barang mewah. they know it. dan kalo alesannya beneran ""mau majakin yang kaya, masa kalian merasa ini semua adil?"" yadayada, bisa aja pajak penghasilan yang digedein. tapi ya sayangnya emang tujuan'",negatif
10410,"b'Pemerintah berencana mengenakan Pajak Pertambahan Nilai (PPN) terhadap barang kebutuhan pokok. Rencana itu tertuang dalam Draf Revisi Kelima Undang-Undang Nomor 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan RUU KUP KENTUT & BERNAFAS di pajakin jg, Setuju?!",negatif
6218,"b'Terkenal kok karena Hoax! Hahaha angel wes angel. Ruwet! menghapus hoax soal negara akan berutang USD 2 miliar dengan menerbitkan SUN pada Maret 2019, Mantan Menteri Koordinator Bidang Perekonomian Rizal Ramli kembali bikin heboh.",positif
5201,"b'Sembako Dikenai Pajak, Sri Mulyani Coreng Citra Jokowi yang Pro Rakyat Kecil",negatif
8842,"b'@Krist888 @EPrihandoko132 @jokowi Selain sektor sembako dan pendidikan, di indozone jg ditulis melahirkanpun akan kena ppn , apa msh masuk logika dan hati nurani pak ? Kondisi pandemi gini kok rakyat makin dicekik dgn pajak2 ini itu , semoga tdk terealisasi kan krn efek ny ttp rakyat kelas menengah ke bwh yg kena'",negatif
3581,"b'Niatnya bangun infrastuktur, pake segala dana haji, bikin tol dan nggak semua kejual. Akhirnya gabisa berangkatin jemaah karna gada dana. Trus peres lagi lewat pajak dll dll itu buat nutup anggaran. Trus duitnya dikorupsi, trus kalo lewat tol tetep bayar, pffft'",negatif
5553,"b'Pengamat Bisnis Penerbangan AIAC, Arista Atmadjati, menilai belum ada kekompakan antara Menkeu Sri Mulyani dengan Menteri BUMN Erick Thohir. #KapitalismeRugikanBUMN #BUMNPerluSolusiIslam #IslamSelamatkanHartaRakyat'",negatif
6063,b'@AsgharkhanR 6 Ayo Tolak Provokasi ; Sri Mulyani Minta Masyarakat Tak Termakan Hoaks soal PPN Sembako,positif
195,b'Masyarakat harus lebih jeli jangan sampai termakan berita hoax soal PPN sembako Nusantara,positif
20625,"b'Pagi ini dapet notif berita kompas tentang lampu kuning nya hutang negara. kepikiran, gimana ya rasanya jadi Ibu Sri Mulyani? Allah tabarokalloh Ibu. Sehat selalu bu mentri dan jajarannya. Aamiin @KemenkeuRI",positif
4347,"b'@prastow Memang jelas ga setara, PPnBM mobil bagi oang yg mampu beli mobil diturunin tapi sembako buat orang banyak (kaya/miskin) malah akan dikenakan pajak. Apalagi disaat daya beli lg turun. kemenkeu yg cerdas dikit...rakyat lg susah'",negatif
8969,b'Stafsus Sri Mulyani: Tidak Benar Besok Sembako Dipajaki! Bersatu Indonesia Kuat,positif
2612,b'Beberapa waktu lalu ada politikus sekaligus anggota DPR yang mengusulkan biaya pelayanan kelahiran dicabut dari tanggungan program BPJS. Sekarang dari pemerintah malah pengen narik pajak buat perempuan yang melahirkan. :)),negatif
16172,b'@windaul Ingin makan enak dr APBN ',negatif
14401,b'Sandiaga Uno optimistis produk kain tenun Bima tembus pasar ekspor News-,positif
10732,b'Pemerintah berencana memungut pajak pertambahan nilai (PPN) pada jasa pendidikan. Kementerian Keuangan (Kemenkeu) memastikan rencana tersebut tidak akan merugikan rakyat. selengkapnya di,positif
15329,"b'Presiden Jokowi berharap, Indonesia bisa mengekspor LRT ke negara lain lantaran seluruh proses pembangunannya dilakukan di Indonesia.",positif
2126,b'Masyarakat jangan terpancing dengan hoax PPN tembakau apalagi dibenturkan dengan pajak penjualan atas barang mewah,positif
5948,b'Jangan termakan hoax dan tolak provokasi,positif
18109,"b'Seluruh KPPN di wilayah kerja Kanwil DJPb Provinsi NTT siap memberikan pelayanan terbaik kami, mengawal APBN untuk Indonesia Maju #layanankppn #eSPM #gaji13 #DJPbHandal #flobamora_bangkit #melompat_lebih_tinggi'",positif
498,b'Orang yang mampu bayar justru tidak membayar pajak karena mengonsumsi barang/jasa yang tidak dikenai PPN.',positif
616,"b'@detikfinance Suatu kesalahan besar bila sembako dikenakan PPN apalagi dimasa pandemi covid 19, layak dihukum berat para koruptor yang dilakukan oknum dari Dirjen Pajak dan Kemensos #RencanaKeji'",negatif
5654,"b'Pengamat Bisnis Penerbangan AIAC, Arista Atmadjati, menilai belum ada kekompakan antara Menkeu Sri Mulyani dengan Menteri BUMN Erick Thohir. #KapitalismeRugikanBUMN #BUMNPerluSolusiIslam #IslamSelamatkanHartaRakyat'",negatif
5453,b'Politikus Golkar Tuding Sri Mulyani Permalukan Jokowi Lewat Ide Pajak Sembako,negatif
8286,"b'Rakyat sejahtera,yang ada melarat sembako di pajakin..ekonomi tekor",negatif
18825,"b'@tempodotco ""... kemampuan server Pendidikan DKI kurang dalam mengatasi tingginya arus pendaftaran. Sehingga orang tua mengalami kesulitan untuk mengakses laman pendaftaran."" Ibukota padahal. Percuma APBD Jakarta di atas Rp70 triliun. '",negatif
3074,"b'Mantap sihh era pak jokowi ini ekonomi meroket , rakyat tidak terkotak-kotak, gak ada pajak pajak aneh , hukum tidak tebang pilih, swasembada pangan, kemiskinan turun, tarif dasar listrik turun , negara tidak pernah gaduh . Bissmillah dirut PT KAI @OjoKulinoMekso'",negatif
19716,"b'@DiantyYasmin3 Sangat setuju 100% KOMNASHAM sebaikx di bubarkan saja tdk ada manfaatnya, hanya menambah hutang negara saja.'",negatif
1799,"b'@DitjenPajakRI Ini yg di share temen di FB yg kerja di Pajak.... yg kaya n miskin bayar PPN nya beda? rokok saja ngga naik, takut?'",negatif
17780,"b'@AchmadFalah6 MUInya dibubarkan saja, stop dana bantuan negara yg berasal dr APBN, pasti auto bubar.'",negatif
17155,"b'@iswandanil @yusuf_dumdum SIAPA YANG SUBSIDI ? Dana abadi umat yang 3,2 Trilyun dan dana jamaah haji hingga Desember 2018 saja sampai 107 Trilyun, 10% dari APBN, ITUPUN DIDAPAT DARI HUTANG ! Gimana caranya disubsidi negara ?",negatif
9000,b'Stafsus Sri Mulyani: Tidak Benar Besok Sembako Dipajaki!,positif
17031,b'@Gerindra Lu pikir bayar bunganya ga pake apbn? Atau pake duit bang danil a simandjuntak? Engga kan??? jgn ngaco kalo ngasih statement',positif
16601,"b' kami skg adlh pemulihan ekonomi. APBN kami berikan untuk masyarakat survive, mulai dr pembayaran (perawatan) covid-19, vaksin, UMKM, anak sekolah, internet, dll. Sementara pajak2 justru kita relaksasikan. baca apa kt menkeu #PPNGaNaikNoPanik'",positif
9714,"b'Sudah? Belum. Muncul berita dan knalpot dipajaki. Pemerintah zalim pada rakyat kecil. Padahal itu draft RUU KUP belum dibahas DPR. Ternyata RUU itu reformasi perpajakan ganti UU 83 era Soeharto, yang bagaimanapun tanpa dibahas dan disetujui DPR, tak akan disahkan.'",negatif
20265,"b'@otjehankalem @Yanto61896024 @jadwaltravel @wadinug @republikaonline MINUM BODREX DULU ! YANG SUBSIDI ? Dana abadi umat yang 3,2 Trilyun dan dana jamaah haji hingga Desember 2018 saja sampai 107 Trilyun, 10% dari APBN, ITUPUN DIDAPAT DARI HUTANG ! Gimana caranya disubsidi negara ?",negatif
9652,"b'Kalau kita mau jujur, sebenarnya UU Omnibus Law yg dimaki-maki sobat-sobat akoh itu laying good foundation untuk reformasi pajak. Terutama ekspansi basis data perpajakan dan menopang daya saing. Paling tidak sampai di level kita punya aturan main yg jelas.'",positif
4743,b'Utang dan utang terus yg rakyat denger... gada habisnya ya masalah hutang di negeri ini ?!! siapa sebenarnya yg harus bertanggung jawab???,negatif
1646,"b'Sembako dan sekolah, kena PPN. besok2 nafas juga bayar nih di negara zimbabwe yg presidennya paling bersih segalaxy bima sakti, YNTKTS '",negatif
6432,b'@liputan6dotcom Rakyat juga heran kenapa Bu Sri Mulyani heran ya ? sy bisikin siapa yg mbocorin ?.. Staff Ibu yg masih punya hati nurani. Dia yg bocorin. Suer',negatif
19308,"b'@alisyarief @ully_alattas Kerja bikin pengajuan utang, utang, dan utang lagi, demi infrastruktur, demi ibukota barum dulu pas kampanye gak mau utang, mang serba terbalik",negatif
3179,"b'Lah kocak amat dinaikin terus fasilitas sm pelayanan nya gk naik naik bgt aneh. , di Indonesia emang dilarang miskin doang hukum nya",negatif
16936,"b'Rakyat Kecil Makin Kurang Gizi Stunting Kontet, Bansos Covid19 Dipotong Korupsi, Mau Beli Sembako Harga Naik, Pajak Dinaikkan Buat APBN Bengkak -Ramai Menentang Pengenaan Pajak Sembako dan Kenaikan PPN 12%",negatif
5323,"b'@wiwin40718731 @FerdinandHaean3 @hnurwahid @mprgoid Karunyanya... kejar setoran PPN Sembako, Anggota DPR: Sri Mulyani Mulai Lelah Mencintai Negeri Ini - Wanheart News",negatif
17601,"b'KORUPSI ORBA ITU LATEN, KEBOCORAN APBN 30-40 % JANGAN LUPAKAN SEJARAH !",negatif
5633,b'@luviku Kas kosong sri mulyani kalap .apa yg bisa menambah kas ya Palakin Rakyat yg sudah sengsara',negatif
7135,"b'Jaga Nusantara - Pemerintah Belum Berencana Mengenakan Tarif PPN Sembako, jadi ga usah berfikir aneh-aneh dulu.",positif
12578,"b'Kemarin beli sepatu packaging oke ga ada masalah produk impor, pas beli jaket barang lokal ada aja masalahnya heran, bukannya ga mendukung UMKM negara sih ya, tapi ya kalau produksi asal gua yakin semua konsumen berfikiran kaya gua'",negatif
8199,"b'Saat Sembako dan Sekolah Hendak Dipajaki, Perpanjangan Diskon PPnBM Mobil Baru Tidak Tepat",negatif
4370,b'MALUKUNEWS TV: Kemenkeu Maluku Hibahkan Aset untuk Sekolah di Malteng ya... lewat @YouTube',positif
15643,"b'Bali merupakan tempat bernaungnya para pelaku UMKM di berbagai subsektor industri kreatif. Teten, kualitas produk UMKM kreatif di Bali tidak hanya potensial memenuhi pasar dalam negeri, tetapi juga pasar ekspor.'",positif
7695,b'Masa Sembako Kena Pajak?! Ya Ngamuk Lah -,negatif
6041,b'Ga mungkin pemerintah membuat kebijakan perpajakan tanpa berdiskusi dengan parlemen Provokasi,negatif
9291,"b'Apa saja, ya? yuk, geser gambarnya ke kanan, ya! Kenalan lebih dekat dengan Moto P.E.S.O.N.A yang membuat Kanwil DJP Nusa Tenggara selalu bersemangat dalam menghimpun penerimaan negara demi kesejahteraan rakyat. #PajakKuatIndonesiaMaju #PajakKitaUntukKita",positif
6099,"b'Indef: Ketika PPN naik otomatis dampak besarnya pendapatan masyarakat turun, konsumsi turun, daya beli turun",negatif
5270,b'Maha Heboh Sri Mulyani dengan Segala Pajak nya.. #PajakinAjaSemuanya',negatif
8042,"b'Kalian tau apa itu RUU KUP,(Rancangan Undang-Undang Ketentuan Umum dan Tata Cara Perpajakan). Kalian ngikuti isu2 tentang sembako dipajaki, pendidikan dipajaki,dikenakan PPN ? Dll. saya: ini hanya dipenuhi pejabat yg penakut tp banyak gaya. BROO....",negatif
14676,b'LPEI Dorong Ekspor UMKM Dengan CPNE,positif
18407,"b'@marlina_idha Logika, menteri yang resign jadi gub Jatim yang baru jadi Mentri hartanya naik 1000% dengan kira2 1,6 m per bulan matematis harusnya gubernur lebih banyak penghasilan nya daripada Mentri. Anis cuma segitu, SALUT padahal APBD nya berkali kali lipat Jatim.'",negatif
15844,"b'Pacu Ekspor, Pemerintah Perkuat Daya Saing Industri Nasional",positif
19101,"b'@tempodotco udahlah bubar bubar, mau bangkrut. negara dengan kekayaan alam yg melimpah bisa kaya gini. stress gw lihat pejabat2 skr ambil kebijakan'",negatif
5291,b'Sentilan Anggota DPR ke Sri Mulyani soal PPN Sembako,negatif
8542,b'@republikaonline heran kenapa cuma pendidikan dan sembako yg diributin sedangkan masalah ppn kesehatan nga diributin',negatif
16146,"b'@GarengHallu Muke muke gini kenafa sih , ngerongrong ??? @jokowi coba bikin aturan , asn atau apapun yg pake apbn dll , muke kaya gini jgn diterima , muke padang pasir , cuma bikin masalah di negara ini'",negatif
8047,"b'Udah banyak yg minta dibatalkan, kalo bu Menteri masih kekeuh. Berarti kondisi keuangan negara emang lagi krisis!",negatif
6472,b'Sri Mulyani sayangkan ada kegaduhan isu PPN sembako,positif
132,b'Jaga Nusantara Mulyani Minta Masyarakat Tak Termakan Hoaks soal PPN Sembako,positif
2318,b'@jokowi Kenapa juga bapak berencana naikan pajak rakyat? Itukan beban rencana bpk bgn sana sini... hrsnya yg tidak maunya rakyat tapi maunya bpk ya bapak yg tanggung. Tolonglah pak.sudahlah cukup. Bgn sana sini cuma jadi beban. Buat apa bgn klo cm jd beban...',negatif
5828,b'Makanya yg konsisten bu pagi tahu sore dele bu tv lain media online lain,negatif
1567,"b'@Stevaniehuangg Gandum justru tidak terkena PPN 12%, gila gilaan ngedukung konglomerat yang lain disuruh melarat'",negatif
20515,b'@myputun Mau jadi bangsa yg terbebas dari beban hutang dan negara yg tidak mempekerjakan TKA cina sementara anak negeri banyak yg ngangur dan yg lebih penting tidak dan jgn sampai terjadi presiden tiga periode. Jujur nunggu Jokowi habis masa jabatan terasa sanggat lama.',negatif
7056,"b'Geger Rencana Pajak Sembako-Sekolah, Stafsus Sri Mulyani Beri Penjelasan Nusantara",positif
13012,"b'Sejak kemarin, memikirkan ini, pasti bakal babak belur Para Petani di Desa. Sudahlah sering ditekan Pengepul, sekarang makin ditekan lg efek PPN sembako. Mimpi buruk Petani belum selesai sampai situ. Ketika impor beras terjadi. Mati mereka. Semakin zholim kalian ini yah. Bedebah.",negatif
16381,"b'Bukankah seharusnya melunasi utang dan pemerintah membantu menyuntikkan dana pada tubuh PLN? Namun, selalu saja alasannya APBN defisit dan tak mampu menalangi beban utang BUMN. #BUMNPerluSolusiIslam #KapitalismeRugikanBUMN #IslamSelamatkanHartaRakyat'",negatif
5054,"b'Hhhmmm Ternyata pencetus ide Perppu No.1/2020 atau UU No.2/2020 soal Corona ternyata ""TRIO CENTURY"" yaitu menkeu Ibu sri mulyani, raden pardede & wimboh. Gw CC Pak Iwan Sumule @KetumProDEMnew bgm nasib uji materi di MK?",negatif
16013,b'Peningkatan nilai ekspor Indonesia selama beberapa bulan terakhir dipicu oleh kenaikan harga dan volume sejumlah komoditas. Kenaikan harga itu diperkirakan bakal mengangkat harga saham komoditas di sepanjang tahun ini. #KoranTempo',positif
16819,b'Polisi Indonesia itu sangat rajin kasih gelar Duta rajin nilang cepat ngurusin yg hina palestina cepat tanggap sama kasus mesum itulah prestasi mereka gaji dari Dana APBN alias dari pajak kita mungkin kemampuan / fungsinya hanya itu',negatif
2015,"b'Dukun bayi dan paranormal siap2 kena pajak ye.. buruh upah murah, KB dlu aja, lg musim pajak dimana-mana. -siap! Selain Biaya Sekolah, Melahirkan Juga Bakal Kena Pajak",negatif
6572,b'Makin lama makin kapitalis saja.,negatif
8235,"b'@tubirfess Sembako, pendidikan dan kesehatan itu kebutuhan dasar. Harusnya jangan jadi objek pajak. Standar premium tuh indikatornya apa? Orang milih RS juga lebih karena faktor ketersediaan fasilitas, bukan kenyamanan. Kan aneh banget kalau RS dicap berkelas/premium.'",negatif
8734,b'@XLG4ever Mungkin inilah expresi nya wajah kalau sembako di pajak.. ',negatif
11194,b'PPN sembako bikin heboh masyarakat. Menteri Keuangan Sri Mulyani Indrawati belum bisa banyak memberi penjelasan.,negatif
9012,"b'Mimpinya ekonomi meroket, disakunya ada 11 ribu T, kuasai saham freeport 51 persen, pertumbuhan ekonomi 7 persen, pas bangun, sembako dipajaki, asap knalpot dan pendidikan juga dipajaki. #JokowiMundurSaja #TolakKenaikanPPN #RezimBangkrut'",negatif
733,"b""[ ] 'alaikum Wr. Wb. Sobat Pajak! sedikit loh dari kita yang beranggapan bahwa pajak yang tertera dalam struk pembelian makanan atau minuman di restoran merupakan bagian dari PPN.",positif
1706,"b'Makin Mahal, Ibu Melahirkan di Rumah Bersalin Akan Dikenakan Pajak (PPN) ini akan menambah beban ibu/keluarga yg melahirkan. Padahal tanpa ini pun biaya bersalin sudah cukup besar mengejar pundi2 penerimaan negara, rakyat makin diperas?",negatif
7864,"b'@Stevaniehuangg Sembako, sembilan bahan pokok? Kok 12, doyan amat'",negatif
20631,b'@PutraWadapi Belajar memahami isu khilafah dan radikal radikul dgn kesadaran bahwa korupsi semakin merajalela dan hutang negara sdh banyak',negatif
932,"b'Watyutink - Soroti Pajak Sembako, Tokoh NU Usul Buzzer Kena PPN",negatif
2810,"b'@ainunrozi Biaya Melahirkan Bakal Bengkak karena Kena Pajak, ibu hamil protes",negatif
12561,"b'@imosaurus @tubirfess Apakah dengan dipajakin daging impor, daging lokal makin affordable bagi masyarakat miskin? ada, yang ada harga daging ngikut inflasi. Gak adil kalo gitu lah. ada bakso yang bisa mereka beli murah tiap hari, itu juga daging tetelan yang dipake.'",negatif
742,"b'@UCIKINI Tulis kredit video nya,krna berpotensi kna ppn cc bu sri '",negatif
16418,"b'Bukankah seharusnya melunasi utang dan pemerintah membantu menyuntikkan dana pada tubuh PLN? Namun, selalu saja alasannya APBN defisit dan tak mampu menalangi beban utang BUMN. #BUMNPerluSolusiIslam #KapitalismeRugikanBUMN #IslamSelamatkanHartaRakyat'",negatif
10772,"b'Pemerintah harus memikirkan alternatif lain dan tidak membuat kebijakan yang bisa melukai rakyat. itu, Kementerian Keuangan agar bisa membenahi sistem perpajakan.'",negatif
20048,"b'Ada yang nanya gini ""negara punya hutang, kalo hutangnya belum lunas trus keburu kiamat nanti di akhirat yang nanggung siapa? Presiden? Rakyat?"" juga ya.'",negatif
2889,b'Gilakkk sih kalo sampe pendidikan aja di kenain pajak mau bikin anak bangsa pinter aja malah di persulit gimana mau maju Indonesia lain aja yg punya niat belajar aja sekolah gratis bahkan ada yg di kasih uang perbulannya.',negatif
17573,"b'@erasmus70 Beda Kak, Kredivo itu debiturnya nyicil pake duid sendiri.. bkn anggaran buzzeRp dr APBN kya Cicil Society Watch gini..'",negatif
4270,"b'Rencana penerapan PPN pada sembako dan biaya sekolah... MAMAKNYA PEMERINTAH terfokus pada KEMENKEU. Ngasih alasan yg logislah untuk penerapan pajak. Semuanya aja dipajakin, PEPEK'",negatif
9137,b'@PNS_Ababil Semua barang aja gpp. Kasihan pegawai DJP klo realisasi rendah trus gak dapet insentif. Anak istri mereka makan apa? ',negatif
5781,"b'Waspada Hoaks Teman teman, Tolak Provokasi",positif
9990,b'Joga juga menyampaikan apresiasi atas dukungan dan bantuan dari Manado Post selama ini dalam penyampaian informasi-informasi perpajakan kepada masyarakat Kota Manado.',positif
3980,"b'@kompascom Mobil mewah mendapat diskon,SEMBAKO DAN PENDIDIKAN DI KENAI PAJAK,'",negatif
1420,"b'Kalo negara kita tuh utangnya dah gede, populasi gede, unemploymentnya gede, kalau misalkan pop. growthnya ga ditekan, indonesia emas 2045 bisa jadi indonesia gembel 2045. Tapi kalo urusan pengadaan ppn baru yg laen gapaham kenapa asli.'",negatif
2082,"b'@detikcom Mending ente bilang kita perang mau sama negara tetangga atau sama saudara . Sama aja mati"" juga. Dari pada ente bikin mati ekonomi keluarga. Ente enak gaji dibayarin negara. Rakyat makan ape? Mane pajak tetep harus dibayar...'",negatif
1051,b'@PNS_Ababil Yg PTKP setau aing cuma BBM bil. Jasa cuma SPPD yg tidak kena PPN/PPh tapikan pi en ice kemensultan dan opdsultan twokinnya gajah. ',negatif
16392,"b'Bukankah seharusnya melunasi utang dan pemerintah membantu menyuntikkan dana pada tubuh PLN? Namun, selalu saja alasannya APBN defisit dan tak mampu menalangi beban utang BUMN. #BUMNPerluSolusiIslam #KapitalismeRugikanBUMN #IslamSelamatkanHartaRakyat'",negatif
15099,"b'Gegara Warga RI Mampu Beli Mobil Rp250 juta, Ekspor Mobil Terhambat?",negatif
20752,"b'@tempodotco Saya doa kan semoga tidak jadi pindah ibu kota, krn tambah berat beban hutang negara, pak jkw sih enak cuma 2 periode pensiun, yg kasian anak cucu kita hrs tanggung beban hutang.'",negatif
12570,"b'@moan_pembebasan @RamliRizal Kalau saya menyerah pada waktu itu, kita impor 5 juta ton pada saat krisis, mungkin bisa lebih sampai 10 juta ton,",negatif
17309,"b'Satu hal yang gw penasaran, kenapa sih pemerintahan sekarang ngebet pindah ibu kota? pakai skema yang katanya tidak bebani APBN. ibu kota perlu, tapi saat keuangan negara dan rakyatnya lagi babak belur, pantas? iya, lupa, ada 11ribu trilyun di saku @jokowi.",negatif
20099,b'@detikcom apakah ini efek dr hutang negara yg ribuan trilyun & pemerintah berat bt byrnya akhirnya rakyat yg di bebani utk membayarnya lwt berbagai pajak yg dipungut dr rakyat?kl bnr lama2 rakyat +62 bernafas sj kena pajak ',negatif
15030,b'@FaisalBasri pajak ekspor batubara waktu harga naik mustinya dikenakan juga.',positif
15489,b'Pertamina/@pertamina akan mendampingi para pelaku UMK binaan ekspor produk ke mancanegara #JokowiGasPolEkspor,positif
3220,"b'Kesian rakyat udh dipalakin preman & ormas, dipungli oknum pejabat/ petugas, kena pajak pula.... kena geprek dah tuh.'",negatif
7990,"b'Pijakan kita saya rasa sama: objektivitas. Ada yang judgemental, ada yg menyampaikan opini secara common sense. Saya rasa wajar orang menolak pajak atas sembako dan jasa pendidikan kalau informasi yg diterima belum utuh. Ini tantangan kita bersama utk duduk bersama.",positif
14794,b'Pertamina Dampingi UMK Binaan Ekspor Produk ke Berbagai Belahan Dunia,positif
8880,"b'@alvinlie21 Pemerintah akan mengenakan pajak untuk sembako, termasuk di dalamnya beras, gabah, hingga gula, skrg Sekolah juga... GILANYA DENGAN PENJAJAH.. kita belum Merdeka.. #beranijujurpecat #KPKEndGame",negatif
8826,"b'PPN sembako 12%, PPN BTS meal 10%... Lalu masih waras?'",negatif
10568,b'gue benci perpajakan ',negatif
16279,"b'Indonesia ini kayak paradoks. Mencerdaskan kehidupan bangsa itu amanat konstitusi. Pendidikan dasar wajib dibiayai oleh pemerintah. apbn/d itu 20% utk pendidikan. , mau dipajaki itu pakai dasar apa?",negatif
